Casenum,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
3754,0,0.007224423,0.003270111,2,0
3755,0,0.097115345,0.416861046,8,1
3756,0,0.14545559,0.569884928,12,1
3757,0,0.010487462,4534,23,0
3758,0,0.417356182,2864,14,1
3759,0,0.158188932,0.411430888,21,0
3760,0,0.9999999,0.140330642,1,6
3761,0,0.08697987,0.31456699,11,0
3762,0,0.146295123,0.749750083,6,2
3763,0,0.293639407,0.34318555,9,3
3764,0,0.549813396,0.725691347,9,1
3765,0,0.477744939,1.012704687,12,0
3766,0,0.098097639,0.179746541,13,0
3767,1,0.997108782,0.362669503,13,0
3768,0,0.003567903,0.001830384,9,0
3769,0,0,0.299681505,14,1
3770,0,0.196525864,0.207845918,2,1
3771,0,0.123927954,0.29154519,10,1
3772,1,0.873510188,0.196677051,6,6
3773,0,0.025104603,0.004954875,4,0
3774,0,0.393518102,4693,9,0
3775,0,0.453735278,0.563859035,10,0
3776,1,0.029078837,21,4,0
3777,0,0.244450035,0.354213426,6,0
3778,1,0.922538497,0.643114251,6,0
3779,0,0.057961359,0.000728332,1,0
3780,0,0.097645463,0.269040277,11,2
3781,0,0.365853837,1.145219419,33,1
3782,0,0.063588019,0.079692031,4,1
3783,0,0,0,1,0
3784,0,0.815901943,0.585255299,9,4
3785,0,0.075202927,5621,8,0
3786,0,0.9999999,0,0,2
3787,0,0.017499702,35,10,NA
3788,0,0.9999999,0.282190132,5,2
3789,0,0.024919003,0.332537081,10,2
3790,0,0.930901464,0.633346661,6,0
3791,0,0.342522001,2507,21,0
3792,0,0.932191292,0.414116687,13,0
3793,0,1.00139972,0.425440172,6,0
3794,0,0.041835261,0.23980628,9,0
3795,0,0.070744105,0.057756696,5,0
3796,0,0,2054,4,2
3797,0,0.005048054,0.431610942,6,0
3798,0,0,0.763024031,9,2
3799,0,0.9999999,0.365406007,2,0
3800,0,0.049677019,0.383632327,6,2
3801,0,0.23998868,1861,8,0
3802,1,0.147044892,0.08416181,5,2
3803,0,0.242702936,0.557639703,12,1
3804,0,0.004483418,0.000999833,5,1
3805,0,0.276348682,782,3,NA
3806,0,0.12159932,0.122709606,6,0
3807,0,0.042088924,0.430966849,8,0
3808,0,0,0.484648865,17,4
3809,0,0.232038444,0.435122799,14,0
3810,0,0,0.272954403,8,0
3811,0,0.446767413,0.323283691,9,2
3812,0,0.502497502,0.422315537,10,0
3813,1,0.473755047,0.15364106,6,0
3814,0,0.001621578,3261,5,1
3815,0,0.121776655,0.475930972,3,0
3816,1,0.451073268,0.265250719,11,3
3817,0,0.101291734,0.406348679,6,0
3818,0,0.097954038,0.193453321,13,0
3819,0,0.003112007,18,14,0
3820,0,0.967379078,0.264677419,5,0
3821,0,0.245629838,492,5,3
3822,0,0.796339927,0.487155822,11,2
3823,0,0.000401683,0.115395601,8,0
3824,0,0.093465417,0.340665619,16,4
3825,0,0.009631325,378,5,0
3826,0,0.007665815,3,6,0
3827,0,0,0,7,NA
3828,0,0,275,1,0
3829,0,0.088260645,208,7,0
3830,0,0.887009383,0.153382838,6,0
3831,1,0.982502573,0.440711462,6,0
3832,0,0.910179641,207,2,0
3833,0,0.094044325,0.302914477,5,0
3834,0,0.263697619,0.32503888,18,0
3835,0,0.446547587,0.00599952,2,0
3836,0,0.011499042,0.594003748,10,3
3837,0,0.092279262,1935,10,1
3838,0,0.214410878,0.242126312,6,2
3839,0,1.360426382,0.579727633,8,2
3840,0,0.058545621,0.61535622,21,0
3841,0,0.421826928,0.364764696,9,1
3842,0,0.15084759,0.246188594,2,0
3843,0,0.012526585,0.220395468,13,0
3844,0,0.659236332,2098,12,0
3845,0,0.9999999,0.432626949,2,2
3846,0,0,0.207803993,2,0
3847,0,0.194143124,0.453626635,12,0
3848,0,0.156388315,0.035601073,3,0
3849,0,0.756286457,3025,9,1
3850,0,0.044772514,0.464220183,14,0
3851,0,0.742270754,904,9,0
3852,0,0.9999999,0.396349768,6,0
3853,0,0.92375953,221,5,0
3854,0,0.018164574,0.005580098,10,0
3855,0,0.564553523,0.533081933,12,1
3856,0,0.67542147,0.528453891,8,0
3857,0,0.023435389,0.002039837,5,0
3858,0,0.029920395,0.172154922,5,0
3859,0,0.9999999,254,2,NA
3860,1,0.781885397,0.608878224,10,0
3861,0,0.644550406,6424,10,0
3862,0,0,0,1,0
3863,0,0.506618417,159,4,NA
3864,0,0.961940945,1.567576677,5,0
3865,0,0.231984481,1512,24,0
3866,1,0.694050992,0.588560286,10,0
3867,0,0.06312237,45,6,0
3868,0,0.896284149,3907,12,0
3869,0,0.848903306,0.450768105,14,0
3870,0,0.013499518,0.121068249,8,0
3871,0,0,0.533948393,14,1
3872,0,0.026891676,0.327715782,9,3
3873,0,0.000123965,1301,9,0
3874,1,0,0.141428991,9,0
3875,0,0.499807707,0.288719785,8,2
3876,1,1.142476698,918,3,0
3877,0,0.354989857,0.149197629,7,1
3878,1,0.9999999,0.183962264,1,0
3879,0,0.287098011,0.495340409,10,1
3880,0,0.167004325,0.334580022,23,0
3881,0,0.00012371,0.119484458,9,0
3882,0,0.388418812,0.237507398,9,1
3883,0,0.031278557,0.399403613,9,0
3884,0,0,0.637093367,10,0
3885,0,0.9999999,12,0,0
3886,0,0.466581589,0.161788784,8,3
3887,0,0.005048644,0.186081392,25,0
3888,0,0.040412707,0.256435891,14,2
3889,0,0.034249144,0.059350504,4,0
3890,0,0.031034246,0.199175052,9,2
3891,0,0.055948367,4196,9,2
3892,0,0.9999999,0,1,1
3893,0,0.9999999,0.058945908,2,0
3894,0,0.169685622,2198,5,0
3895,0,0.033256736,0.227267705,15,0
3896,0,0,0.322343896,18,1
3897,0,0.210299525,2198,11,1
3898,0,0.064225917,0.169297951,11,2
3899,0,0.014710953,845,4,0
3900,0,0.008871614,0.002829612,17,1
3901,0,0.030438782,1439,5,0
3902,0,0.414606831,0.053429852,2,2
3903,0,0,1061,8,NA
3904,0,0.030499365,0.274817883,5,1
3905,0,0.515499184,0.268448013,4,1
3906,0,0.0276233,0.244062046,11,2
3907,0,0.000315756,0.130573885,3,2
3908,0,0.019555929,0.40328119,18,1
3909,0,0.277725369,0.345676458,10,1
3910,0,0.222120469,0.25234662,7,3
3911,0,7.24E-05,3290,15,0
3912,0,0.016029075,0.348258706,11,0
3913,0,0.089276091,45,3,0
3914,0,0.06331466,2343,6,0
3915,0,0.077491077,0.02159784,5,0
3916,0,0.039392122,0.163680982,3,1
3917,0,0,1060,9,0
3918,1,0.246529772,0.51465576,8,0
3919,0,0.060994917,21,4,0
3920,0,0.038641204,0.300284181,18,0
3921,0,0.00209979,1.768901569,3,1
3922,0,0.238652006,0.561154723,22,0
3923,0,0.069596477,0.180364567,13,1
3924,0,0.089632075,0.292260784,18,1
3925,0,0.016720626,0.269771715,4,3
3926,0,0.23784933,0.661387089,19,1
3927,0,0.029095388,0.028490028,16,0
3928,0,0,0.331586737,16,2
3929,0,0.207037867,1.356640463,8,2
3930,1,1.022995401,0.612690504,14,0
3931,0,0.071872451,0.027314112,4,0
3932,0,0.9999999,0.562812396,8,0
3933,1,0.976047904,0.130284609,3,1
3934,0,0.9999999,1851,4,0
3935,0,0.9999999,0,0,1
3936,0,0,673,9,1
3937,0,0.062240866,0.299470053,7,2
3938,0,0.426467915,1.336283186,5,0
3939,0,0.059145958,0.315203341,11,0
3940,0,0.185456897,0.134700822,10,1
3941,0,0.17216531,0.271292198,8,2
3942,0,0.56578986,0.448768297,4,4
3943,0,0.432076496,0.616851087,14,3
3944,0,0.51176651,0.711400529,12,0
3945,0,0.104647287,0.159337098,8,6
3946,0,0.260454984,0.121713729,4,0
3947,0,0.562114779,0.161056936,4,0
3948,0,0.952039643,0.360458453,12,1
3949,0,0.057387692,0.225352113,4,0
3950,1,0.92094682,0.61770428,10,0
3951,0,0.061096945,1573,10,NA
3952,0,0.227954528,0.336265494,5,0
3953,0,0.102544948,1.249935914,13,0
3954,0,0.417597067,0.249796583,3,0
3955,0,0.029557182,2989,7,1
3956,0,0.627163782,0.123909884,3,3
3957,0,0.004077078,359,6,0
3958,0,0.040602748,0.427233888,8,0
3959,0,0.045614506,0.261227288,8,0
3960,0,0.88495362,1.096908573,12,0
3961,0,0.899815043,0.143671242,12,0
3962,0,0.437003773,0.377599244,6,1
3963,0,0.439093085,0.075624501,6,2
3964,0,0.992230855,0.716131907,7,2
3965,0,0.288207039,607,5,NA
3966,0,0.006839033,42,10,NA
3967,0,0.147591654,1951,13,2
3968,0,0.011166201,0.005838198,7,0
3969,0,0.232517832,0.684071575,4,0
3970,0,0.856761937,861.5,5,2
3971,0,0.444631058,0.170782922,12,7
3972,0,0,0.340588988,9,4
3973,0,0.017369727,0.001272612,4,0
3974,0,0.374469538,230,4,0
3975,0,0.997100145,0.197553658,6,1
3976,0,0.26184921,0.038373237,2,1
3977,0,0.99856528,2.744989634,6,2
3978,0,0.041064842,0.666260658,5,0
3979,0,0.08299726,0.413998807,18,1
3980,0,0.361152866,0.061496516,8,0
3981,0,0.03067643,29,4,0
3982,0,0.000833306,0.972055888,7,0
3983,0,0.066182196,0.052591072,10,0
3984,0,0.141371726,0.262993468,12,0
3985,0,0.856698511,0.148779771,8,2
3986,0,0.041516622,0.403807837,13,2
3987,0,0,0,2,0
3988,0,0.860797645,2735,6,0
3989,1,0.406654055,4239,12,0
3990,0,0,0.215397831,8,0
3991,0,0.00474441,5,4,0
3992,0,0.1185452,0.378826531,8,1
3993,1,0.622289402,0.631648142,13,0
3994,0,0.9999999,0.025589764,1,1
3995,0,0.717336537,2352,6,0
3996,0,0.007054549,683,7,0
3997,0,0.430740859,0.17252519,10,0
3998,0,0.703918063,0.316357819,8,0
3999,0,0.055198973,0.31233672,7,0
4000,0,0.343559159,0.272513441,7,1
4001,0,0.258414887,3414,15,0
4002,0,0.701573322,458,3,0
4003,0,0.518651241,0.207738542,8,0
4004,0,0.457918069,0.539335416,10,0
4005,1,0.435295387,0.124606554,18,2
4006,1,0.9999999,1848,4,0
4007,0,0.074799077,995,6,0
4008,1,1.034430714,0.433426629,7,0
4009,0,0.224512885,4452,8,0
4010,0,0.099110788,0.421457854,11,2
4011,0,0.014356117,0.332357247,10,0
4012,0,0.615223049,0.484566104,14,0
4013,0,0.023922157,21,6,0
4014,0,0.773211878,0.280620805,8,0
4015,0,0.087638778,0.258186739,5,1
4016,0,0.9999999,0.202692107,2,0
4017,0,0.000103969,0.40209965,16,1
4018,0,0.058741376,0.493638677,15,1
4019,1,0.075351938,0.333730429,7,0
4020,0,0.023444913,737,24,NA
4021,0,0.855606474,0.180920773,10,1
4022,0,0.026827109,0.09631728,18,1
4023,0,0.072613379,0.167497414,10,0
4024,0,0.082265249,0.012267151,3,0
4025,0,0.010032999,0.001999,3,0
4026,1,0.9999999,0.11059044,6,0
4027,0,0.015022816,0.348440899,14,0
4028,0,0.99640036,0.341454545,13,0
4029,0,0.13031487,0.106578684,4,2
4030,0,0.616491698,0.81310747,12,2
4031,0,0.020651725,0.294870513,7,1
4032,0,0.007973474,0.171767029,7,0
4033,0,0.673097183,0.607735925,6,0
4034,0,0.519447379,0.68149817,9,1
4035,0,0.347849143,0.04949604,9,0
4036,0,0.351390438,0.626081171,11,0
4037,0,0.025119352,0.190560839,22,0
4038,0,0.505592777,0.713134647,10,0
4039,0,0.412602705,1631,11,1
4040,0,0.9999999,0.081669419,3,0
4041,0,0.284543091,0.38861629,6,0
4042,0,0.059022738,0.611194403,5,2
4043,0,0.9999999,0.326684505,2,4
4044,0,0.007390064,3.93E-05,5,0
4045,0,0.9999999,0.305993691,4,1
4046,0,0.394789471,0.393214227,9,1
4047,0,0.100546528,0.480258014,20,0
4048,0,0.9999999,0.468761157,6,2
4049,0,0.004151215,1.19201995,8,3
4050,0,0.017997,0.00365408,2,0
4051,0,0.038592282,0.233554617,6,1
4052,0,0.308882799,0.112865538,10,0
4053,0,0.068989188,2735,9,0
4054,0,0,0.334677419,6,0
4055,0,0.9999999,0.00989011,1,0
4056,0,0.044177802,13,4,NA
4057,0,0.446570375,3407,12,0
4058,0,0.016678245,0.274917088,29,4
4059,0,0.807899013,0.139772046,6,0
4060,0,0.00899907,0.155256316,13,0
4061,0,0.018573086,0.210842035,10,0
4062,0,0.047828318,0.282194129,9,0
4063,0,0.065250712,0.340440165,7,0
4064,0,0.045946295,31,2,NA
4065,0,0.136646082,0.106223444,7,1
4066,0,0.9999999,0.08575872,1,0
4067,1,0.161265247,0.848768904,18,2
4068,0,0.031927811,40,2,0
4069,0,0.031039321,0.011836914,3,0
4070,0,0.758241758,0.192207369,14,0
4071,0,0.009719394,0.326819792,7,1
4072,0,0.508900268,0.438223938,7,0
4073,0,0.528928668,0.894819193,8,1
4074,0,0.232369017,0.39172974,4,0
4075,0,0.306917487,0.374068554,10,0
4076,0,0.006238744,1177,10,1
4077,0,0.087912088,0.119510439,3,1
4078,0,0.877457285,0.250795382,9,0
4079,0,0.201354655,150,5,0
4080,0,0.459285242,0.172974768,4,0
4081,0,0.517245072,0.542076378,16,3
4082,1,1.201451906,1906,9,0
4083,0,0.217992765,0.421399702,8,3
4084,0,0.359220853,0.318995867,15,2
4085,0,0.877915783,0.353429714,9,0
4086,0,0.04153241,0.035539216,6,0
4087,0,0.030986557,0.078357201,5,3
4088,0,0.221483095,0.44617758,19,2
4089,0,0.233551954,0.060777749,5,0
4090,0,0.352516528,2638,9,0
4091,0,0.580252057,0.311493527,8,0
4092,0,0.483925804,0.378403323,6,0
4093,0,0.061358773,0.807641048,5,2
4094,0,0.196335124,0.354529094,8,0
4095,0,0.499619218,0.271380111,10,0
4096,0,0,2.170207448,9,1
4097,0,0.805838624,0.892752119,10,1
4098,0,0.183382489,1875,10,0
4099,0,0.312828594,0.286281429,10,3
4100,0,0,2.007936508,3,1
4101,0,0.01383922,0.226804124,8,1
4102,0,0.032723415,0.337832771,19,0
4103,0,0.183645098,0.543787676,13,4
4104,0,0.126834927,0.724545909,15,0
4105,0,0.105948561,68,2,0
4106,0,0,0.57467635,3,0
4107,0,0.305619427,0.325650369,15,2
4108,0,0.891110824,0.39347079,9,0
4109,0,0.802013972,0.369595906,9,3
4110,0,0.080608872,2462,6,0
4111,0,0.717797367,0.525868307,9,0
4112,1,0.218611666,0.488677581,16,1
4113,0,0.375744744,0.259580838,13,0
4114,0,0.433192403,2124,9,0
4115,0,0.307218697,0.329744787,24,1
4116,0,0.364319476,0.356173034,7,0
4117,0,0.034699133,0.186703324,7,0
4118,0,0.0785804,0.035982009,8,2
4119,0,0.476356933,0.683967705,7,3
4120,0,0.020420216,0.082518077,19,1
4121,0,0.572203501,0.225299989,9,0
4122,0,0,4803,8,0
4123,0,0.9999999,13,0,0
4124,0,0.034126939,0.219973174,17,0
4125,0,0.063971843,1565,19,0
4126,0,0.000596852,0.008658009,9,0
4127,0,0.9999999,0.07613247,1,0
4128,0,0.830387282,0.471987721,8,2
4129,0,0,0.641474079,6,0
4130,0,0.004285592,0.207463403,6,1
4131,0,0.752642102,0.37416876,5,0
4132,0,1.026929743,0.318780203,7,0
4133,1,0.971434849,0.797264682,16,0
4134,0,0.015945165,0.106444678,6,1
4135,0,0.73076203,3618,11,1
4136,0,0.02430968,1838,13,1
4137,0,0.016471224,0.194277803,12,0
4138,0,0,0.006296852,4,0
4139,0,0.008353906,753,6,0
4140,0,0.036200615,0.037122302,7,0
4141,0,0.568847926,0.163307412,5,0
4142,1,1.170921199,31,2,NA
4143,0,0.010392147,0.002360783,13,0
4144,0,0.709657259,0.414859252,6,0
4145,0,0.120690405,4626,7,0
4146,1,1.017928974,0.466042155,7,0
4147,0,0.031322486,54,7,NA
4148,0,0.028169014,0.105578884,12,0
4149,0,0.310698673,0.946982842,11,1
4150,0,0.007348785,0.3068,7,0
4151,0,0.612748951,0.545113722,7,0
4152,0,0.033997044,8078,10,NA
4153,0,0.089535259,2820,16,0
4154,0,0.024305372,2609,10,0
4155,0,0.003921499,0.001333037,4,0
4156,0,0.586079863,0.104712042,5,3
4157,0,0.029847469,52,7,1
4158,1,0.323280507,0.566333383,9,1
4159,0,0.389743346,0.117529438,3,0
4160,0,0.899874198,0.566534333,14,4
4161,0,0.096506839,0.207320714,11,2
4162,0,0.461281367,4288,11,2
4163,0,0.183996427,0.149640041,7,0
4164,0,0.130816506,1298,12,0
4165,0,0.051592604,0.124886384,10,0
4166,0,0.020095221,0.009703645,9,0
4167,0,0.246876562,3.492666416,6,1
4168,0,0,0,3,2
4169,0,0.512756771,0.40906729,7,3
4170,0,0.449859419,0.283827205,2,2
4171,0,0.03763657,0.297883392,5,0
4172,0,0.001499925,0,1,0
4173,0,0.727757533,0.696856686,4,1
4174,0,0.068889756,0.138227163,8,2
4175,0,0.565714854,0.222316504,9,1
4176,0,0.408235615,0.350216594,6,0
4177,0,0.011566413,0.086203066,13,1
4178,0,0.007439881,0.25088574,9,0
4179,0,0.978469083,0.500466604,14,2
4180,0,0.403697808,0.14144,8,0
4181,0,0.004746414,0.412589994,13,4
4182,0,0.024939486,0.0864618,6,0
4183,0,0.022118019,1205,19,0
4184,0,0.314418842,0.529391484,9,0
4185,0,0.908932841,0.49470106,5,0
4186,0,0.005171819,892,7,0
4187,0,0.92908056,0.28830874,4,1
4188,0,0.880942108,0.519123424,4,2
4189,0,0.697720912,592,2,0
4190,0,0.9999999,0.369753498,2,1
4191,0,0.705428893,0.640697488,10,0
4192,0,0.182279444,0.538820393,6,0
4193,0,0.476652335,0.381197257,6,1
4194,0,0.336342224,0.267715259,14,1
4195,0,0.192085044,0.066155641,4,1
4196,0,0.021685406,0.140253075,10,2
4197,0,0.316536693,47,1,0
4198,0,0.069575428,0.011664237,13,1
4199,0,0.060267248,0.051950598,3,0
4200,0,0.205751357,1.520752629,16,0
4201,0,0.175085679,0.481072931,8,0
4202,0,0.086134406,0.328663164,10,2
4203,0,0.051043054,1597,7,0
4204,0,0.983475424,0.208583295,8,2
4205,0,0.9999999,0.143010177,2,2
4206,0,0.096418214,0.791201035,7,2
4207,0,0.9999999,3801,4,0
4208,0,0.614451546,0.434378061,5,1
4209,0,0,0.323419145,4,0
4210,0,0.020953799,0.371348027,9,1
4211,0,0.335570117,0.400693148,10,2
4212,0,0.889036988,0.23658965,4,2
4213,0,0.065111128,0.664290682,14,0
4214,0,0.0505187,0.246739697,8,0
4215,0,0.060560909,0.198144148,8,2
4216,0,0,0.152602176,4,1
4217,0,0.893872304,0.777777778,10,0
4218,0,0.14060824,2665,8,0
4219,0,0.032198927,1149,4,NA
4220,0,0.9999999,0,2,0
4221,0,0.489527972,0.162767447,6,0
4222,0,0.140520182,0.337093053,19,1
4223,0,0.538092382,0.134604703,3,0
4224,0,0.9999999,0,2,1
4225,0,0.003453635,0.003314917,9,0
4226,0,0.04104915,0.277816984,16,0
4227,0,0.9999999,0.133496133,5,0
4228,0,0.004845781,0.836401894,5,2
4229,0,0.013610117,0.00587622,7,0
4230,0,0.317421709,0.350788002,8,2
4231,0,0.023758304,0.819672131,10,0
4232,0,0.006974817,0.344519263,8,2
4233,0,0.9999999,916,1,0
4234,0,0.17396403,0.704204204,14,1
4235,1,0.9999999,0.004663558,1,1
4236,1,0.501809383,0.388516648,20,0
4237,0,0.133286671,2329,5,0
4238,0,0.024761905,0.327582902,7,0
4239,0,0.127642053,0.669522993,4,0
4240,0,0.008689109,1297,8,0
4241,0,0.006824399,0.136590888,6,2
4242,0,0.090691977,0.080373298,12,0
4243,0,0,0.173937256,11,0
4244,0,0.035297356,0.526669655,8,2
4245,0,0.006456988,0.423515297,5,0
4246,0,0.179038568,0.437112577,11,0
4247,1,0.991008991,0.039745032,4,0
4248,1,0.571053138,0.354443309,7,1
4249,0,0.012471111,0.030498798,5,0
4250,0,0.733247185,0.308191545,6,0
4251,0,0.018485894,0.656781073,11,0
4252,1,0,0.943806952,5,0
4253,0,0.9999999,0.34478742,8,3
4254,0,0,3.751243781,7,0
4255,0,0.042207085,0.118658281,18,0
4256,0,0.014888109,0.407718456,14,0
4257,0,0,0.186251821,14,0
4258,0,0.043701799,0.001850995,3,0
4259,0,0.476174608,0.029411765,2,0
4260,0,1.316984559,0.019553073,4,1
4261,0,0,0.012569832,5,1
4262,0,0.314132406,0.211732207,8,0
4263,0,0.705292067,0.298447139,11,2
4264,0,0.893134859,0.203248646,6,0
4265,0,0.061293774,1.37016369,14,2
4266,1,1.338645418,0.332564398,4,0
4267,0,0.644635132,0.329279827,11,1
4268,0,0.070136824,0.661785413,11,1
4269,0,0.293526993,0.150609081,6,1
4270,0,0.05994006,0.001218027,2,0
4271,0,0.432608917,2691,4,0
4272,0,0.9999999,0.223476298,3,1
4273,0,0.9999999,0,0,0
4274,0,0.041970037,686,6,0
4275,0,0.042786573,0.200373367,21,0
4276,0,0.695774971,0.625855072,16,2
4277,0,0.025748713,14,3,NA
4278,0,0.836800849,0.380374232,7,1
4279,0,1982,0.144981877,4,0
4280,1,0.179640719,1114,6,0
4281,0,0.755440452,0.849660136,12,1
4282,0,0,3404,7,0
4283,0,0.859188518,4387,19,0
4284,0,0.056148596,2692,8,0
4285,0,0.058518247,0.537900875,7,0
4286,0,0.951652417,1024,2,0
4287,0,0.178357159,0.568797685,5,0
4288,0,0.16590155,0.698787805,5,1
4289,0,0.008320513,0.14904502,12,0
4290,0,0.066179813,0.038308638,7,2
4291,0,0.026665668,4895,7,0
4292,0,0.102342311,0.737776168,33,0
4293,0,1.074633496,0.169305116,3,0
4294,0,0.015618778,0.317473011,8,2
4295,0,0.317815618,0.239448669,15,0
4296,0,0.9999999,0.093176074,6,1
4297,0,0.094061828,0.264355124,14,1
4298,0,0.111762076,0.089994706,8,0
4299,1,0.976804639,0.231628454,2,0
4300,0,0.577723544,2325,6,0
4301,0,0.02137667,1714,16,0
4302,0,0.507790862,0.149314178,9,0
4303,0,0.042299013,0.008376661,5,0
4304,0,0.176852893,0.500333111,4,0
4305,0,0.037327468,0.386406376,16,1
4306,0,0.88227943,0.14999222,7,2
4307,0,0,0.323081702,8,1
4308,0,0.032451445,0.361917003,11,0
4309,0,0.290056815,0.489111032,11,0
4310,0,0.424377686,0.754634311,13,1
4311,1,0.039337271,0.444589735,15,0
4312,0,0.260911447,0.35728983,15,1
4313,0,0.180643244,0.411877395,13,0
4314,0,0.086771635,0.258609198,6,0
4315,0,0.9999999,0.513946778,9,3
4316,0,0.516505494,0.29356492,13,1
4317,0,0.693153423,0.37478185,3,1
4318,0,0.039711002,0.004582951,5,0
4319,0,0,0.303221289,8,0
4320,0,0.070233642,0.309034721,4,2
4321,0,0.835609074,0.262453046,11,1
4322,0,0.092190781,0.550979608,3,0
4323,0,0.802124635,0.637581849,11,0
4324,0,0.076781874,0.250884846,9,1
4325,0,0.018345453,0.18112256,15,0
4326,0,0.013870764,1443,14,0
4327,0,0.694364058,0.731553689,7,0
4328,1,0.478124637,0.737864078,12,3
4329,0,0.071677893,0.082049792,10,0
4330,0,0.9999999,0.203560372,1,0
4331,0,0,0.864610111,7,0
4332,0,0.033494418,0.174111212,3,0
4333,0,0.561879855,0.290236588,8,2
4334,0,0.035568888,0.305772812,6,0
4335,0,0.013169856,0.307642696,5,0
4336,0,0.013299668,0.011952191,6,0
4337,0,0.013137341,0.375825292,12,3
4338,0,0.079306898,557,8,2
4339,0,0.382857918,0.269569793,9,3
4340,0,0,0.168848935,7,1
4341,0,0.44123761,0.28274869,11,0
4342,0,0.176435456,0.317543442,16,0
4343,0,0.535286065,0.587551556,8,2
4344,0,0.615609352,0.892181364,14,0
4345,0,0.9999999,0,1,0
4346,0,0.712952079,0.472414646,14,2
4347,0,0.35548947,0.475393371,9,3
4348,0,0.017659711,0.012820513,6,2
4349,0,1.167296156,0.02216262,2,0
4350,0,0.135586362,0.224106231,13,0
4351,0,0.227070378,0.422001442,12,3
4352,0,0.407993339,0.311534501,10,0
4353,0,0.086377971,0.219463423,5,3
4354,0,0.539370194,0.53993005,11,3
4355,0,0.016195089,0.068660128,10,0
4356,0,0.9999999,379,2,NA
4357,0,0.866950293,0.535738773,5,0
4358,0,0,0.495975201,16,0
4359,0,0.022529693,2936,4,3
4360,1,0.322643631,0.057744028,7,1
4361,0,0.030118613,0.544448543,9,0
4362,0,0.049798008,52,9,0
4363,0,0.9999999,0.214445605,2,0
4364,0,0.458819676,0.383285099,15,0
4365,0,0.878854857,0.598022694,17,0
4366,0,0.256313203,0.730244184,14,1
4367,1,0.9999999,0.068850639,0,1
4368,0,0.019961525,0.009996668,5,0
4369,0,0.670665867,0.169735855,3,0
4370,0,0.154025568,0.24361451,20,0
4371,0,0.264911321,0.249294184,13,1
4372,0,0.895699148,0.471958321,9,1
4373,0,0.015346231,0.006079027,12,0
4374,0,0.118936908,0.038278826,12,1
4375,0,0.435445166,0.945970979,16,1
4376,0,0.746737998,0.729443595,13,0
4377,0,0,0.726978074,6,2
4378,0,0.473803321,0.49078789,10,2
4379,0,0,81,8,0
4380,0,0,0,6,0
4381,0,0.9999999,0,1,0
4382,0,0.051389722,1.306042032,11,0
4383,0,0.153526403,0.223371251,16,0
4384,0,0.829439019,0.324549961,6,2
4385,0,0.31039338,0.436318517,12,3
4386,0,0.039810218,1499,12,NA
4387,0,0.027963874,0.00879824,4,0
4388,0,0.115348867,0.404901762,12,0
4389,0,0,0,5,0
4390,0,0.174713011,0.160346574,12,0
4391,0,0.990631523,0.600599957,8,2
4392,0,0.9999999,19,0,0
4393,0,0.008227578,0.434946958,11,2
4394,0,0.132320748,0.119171513,6,0
4395,0,0.448658649,0.228777122,12,1
4396,0,0.151866152,0.112253642,2,0
4397,0,0,3509,6,0
4398,0,0.020481797,0.007451836,7,0
4399,0,0.026335678,629,6,0
4400,0,0.021750723,24,4,2
4401,0,0.51907864,0.306272757,18,0
4402,0,0.014897054,16,2,NA
4403,0,0,2367,12,0
4404,0,0.10685409,0.021432709,6,1
4405,0,0.01719914,1.827522936,5,1
4406,0,0.03037462,0.201707082,6,3
4407,0,0.005359571,2,2,NA
4408,0,0.821921722,0.715953307,5,4
4409,0,0.417982214,2332,4,0
4410,0,0.209093237,0.330702447,7,0
4411,0,0.034116955,0.180771077,8,0
4412,0,1.185628743,0.010996335,1,0
4413,0,0.254066137,0.571995634,11,1
4414,0,0.074577306,0.628124142,8,0
4415,0,0.9999999,0,3,NA
4416,0,0,8,5,0
4417,1,0.148477639,0.542531918,11,2
4418,0,0.9999999,0,0,0
4419,0,0.058388322,0.19077135,6,1
4420,0,0.003291313,0.350267048,23,0
4421,0,0.363617937,0.311321737,9,1
4422,0,0.003688725,3199,9,0
4423,0,0.16730168,0.613483685,18,0
4424,1,0.00395156,269,7,NA
4425,0,0.704804221,0.396466279,12,3
4426,0,0.558882321,0.487111699,18,3
4427,0,0.407450243,437,5,0
4428,0,0.454230942,0.472206573,9,1
4429,0,0.38961039,0.396617986,5,0
4430,0,0.124227987,63,5,0
4431,0,0.425517665,0.318839093,12,2
4432,0,0,0.726011561,6,0
4433,0,0.551286919,1.124334682,19,1
4434,0,0.032932455,0.250446561,10,1
4435,0,0.239929783,0.230356271,6,0
4436,0,0.028021842,0.018490755,8,0
4437,0,0.626521571,0.310956522,10,0
4438,0,0.424309212,2100,5,0
4439,0,0.9999999,0.199882422,2,0
4440,0,0.417106303,0.438400344,11,1
